Zip Code,City,State,2010 Population
73753,KREMLIN,OK,468
73754,LAHOMA,OK,1078
73755,LONGDALE,OK,905
73756,LOYAL,OK,352
73757,LUCIEN,OK,178
73758,MANCHESTER,OK,197
73759,MEDFORD,OK,1468
73760,MENO,OK,470
73761,NASH,OK,395
73762,OKARCHE,OK,2156
73763,OKEENE,OK,1623
73764,OMEGA,OK,144
73766,POND CREEK,OK,1096
73768,RINGWOOD,OK,1568
73771,WAKITA,OK,495
73772,WATONGA,OK,6119
73773,WAUKOMIS,OK,1744
73801,WOODWARD,OK,15228
73832,ARNETT,OK,929
73834,BUFFALO,OK,1643
73835,CAMARGO,OK,309
73838,CHESTER,OK,462
73840,FARGO,OK,691
73841,FORT SUPPLY,OK,1482
73842,FREEDOM,OK,494
73843,GAGE,OK,883
73844,GATE,OK,269
73848,LAVERNE,OK,2156
73851,MAY,OK,80
73852,MOORELAND,OK,2051
73853,MUTUAL,OK,379
73855,ROSSTON,OK,106
73857,SHARON,OK,623
73858,SHATTUCK,OK,1666
73859,VICI,OK,1459
73860,WAYNOKA,OK,1337
73901,ADAMS,OK,156
73931,BALKO,OK,510
73932,BEAVER,OK,2092
73933,BOISE CITY,OK,1697
73937,FELT,OK,173
73938,FORGAN,OK,781
73939,GOODWELL,OK,1695
73942,GUYMON,OK,12953
73944,HARDESTY,OK,388
73945,HOOKER,OK,2889
73946,KENTON,OK,45
73947,KEYES,OK,472
73949,TEXHOMA,OK,1278
73949,TEXHOMA,OK,410
73950,TURPIN,OK,1736
73951,TYRONE,OK,1141
74001,AVANT,OK,367
74002,BARNSDALL,OK,2333
74003,BARTLESVILLE,OK,14249
74006,BARTLESVILLE,OK,25750
74008,BIXBY,OK,22461
74010,BRISTOW,OK,10501
74011,BROKEN ARROW,OK,25448
74012,BROKEN ARROW,OK,57526
74014,BROKEN ARROW,OK,34579
74015,CATOOSA,OK,8064
74016,CHELSEA,OK,6005
74017,CLAREMORE,OK,28057
74019,CLAREMORE,OK,17648
74020,CLEVELAND,OK,7294
74021,COLLINSVILLE,OK,17359
74022,COPAN,OK,1760
74023,CUSHING,OK,11741
74026,DAVENPORT,OK,896
74027,DELAWARE,OK,1015
74028,DEPEW,OK,1881
74029,DEWEY,OK,5128
74030,DRUMRIGHT,OK,3864
74032,GLENCOE,OK,2219
74033,GLENPOOL,OK,10163
74034,HALLETT,OK,150
74035,HOMINY,OK,4565
74036,INOLA,OK,6734
74037,JENKS,OK,15159
74038,JENNINGS,OK,2254
74039,KELLYVILLE,OK,3770
74041,KIEFER,OK,2057
74042,LENAPAH,OK,540
74044,MANNFORD,OK,7406
74045,MARAMEC,OK,311
74046,MILFAY,OK,115
74047,MOUNDS,OK,7163
74048,NOWATA,OK,6092
74050,OAKHURST,OK,323
74051,OCHELATA,OK,1904
74052,OILTON,OK,1180
74053,OOLOGAH,OK,4315
74054,OSAGE,OK,844
74055,OWASSO,OK,38680
74056,PAWHUSKA,OK,5720
74058,PAWNEE,OK,4259
74059,PERKINS,OK,5476
74060,PRUE,OK,586
74061,RAMONA,OK,2095
74062,RIPLEY,OK,1123
74063,SAND SPRINGS,OK,29808
74066,SAPULPA,OK,31060
74068,SHAMROCK,OK,111
74070,SKIATOOK,OK,13928
74071,SLICK,OK,180
74072,S COFFEYVILLE,OK,1816
74073,SPERRY,OK,5118
74074,STILLWATER,OK,29184
74075,STILLWATER,OK,23866
74078,STILLWATER,OK,2295
74079,STROUD,OK,4504
74080,TALALA,OK,2829
74081,TERLTON,OK,1837
74082,VERA,OK,107
74083,WANN,OK,1031
74084,WYNONA,OK,628
74085,YALE,OK,2588
74103,TULSA,OK,2692
74104,TULSA,OK,12724
74105,TULSA,OK,26547
74106,TULSA,OK,17648
74107,TULSA,OK,19458
74108,TULSA,OK,7490
74110,TULSA,OK,14862
74112,TULSA,OK,20684
74114,TULSA,OK,15778
74115,TULSA,OK,22941
74116,TULSA,OK,3890
74117,TULSA,OK,87
74119,TULSA,OK,3561
74120,TULSA,OK,4940
74126,TULSA,OK,10598
74127,TULSA,OK,17151
74128,TULSA,OK,12676
74129,TULSA,OK,18976
74130,TULSA,OK,2065
74131,TULSA,OK,2775
74132,TULSA,OK,7543
74133,TULSA,OK,43414
74134,TULSA,OK,15083
74135,TULSA,OK,20651
74136,TULSA,OK,30703
74137,TULSA,OK,25737
74145,TULSA,OK,17402
74146,TULSA,OK,15498
74301,VINITA,OK,11840
74330,ADAIR,OK,2884
74331,AFTON,OK,7258
74332,BIG CABIN,OK,1972
74333,BLUEJACKET,OK,1221
74337,CHOUTEAU,OK,5060
74338,COLCORD,OK,5480
74339,COMMERCE,OK,2606
74340,DISNEY,OK,311
74342,EUCHA,OK,2927
74343,FAIRLAND,OK,3100
74344,GROVE,OK,14412
74346,JAY,OK,7864
74347,KANSAS,OK,2593
74349,KETCHUM,OK,318
74350,LANGLEY,OK,862
74352,LOCUST GROVE,OK,6803
74354,MIAMI,OK,18126
74358,NORTH MIAMI,OK,270
74359,OAKS,OK,656
74360,PICHER,OK,31
74361,PRYOR,OK,16293
74363,QUAPAW,OK,2892
74364,ROSE,OK,1750
74365,SALINA,OK,5110
74366,SPAVINAW,OK,1474
74367,STRANG,OK,587
74368,TWIN OAKS,OK,117
74369,WELCH,OK,1803
74370,WYANDOTTE,OK,3537
74401,MUSKOGEE,OK,17476
74403,MUSKOGEE,OK,30709
74421,BEGGS,OK,4607
74422,BOYNTON,OK,824
74423,BRAGGS,OK,872
74425,CANADIAN,OK,1240
74426,CHECOTAH,OK,9891
74427,COOKSON,OK,1383
74428,COUNCIL HILL,OK,882
74429,COWETA,OK,14445
74430,CROWDER,OK,588
74431,DEWAR,OK,918
74432,EUFAULA,OK,9730
74434,FORT GIBSON,OK,9067
74435,GORE,OK,3185
74436,HASKELL,OK,5078
74437,HENRYETTA,OK,10448
74438,HITCHITA,OK,163
74441,HULBERT,OK,5362
74442,INDIANOLA,OK,920
74445,MORRIS,OK,3226
74446,OKAY,OK,558
74447,OKMULGEE,OK,17275
74450,OKTAHA,OK,1948
74451,PARK HILL,OK,4283
74452,PEGGS,OK,473
74454,PORTER,OK,3179
74455,PORUM,OK,3158
74456,PRESTON,OK,247
74457,PROCTOR,OK,608
74458,REDBIRD,OK,147
74459,RENTIESVILLE,OK,86
74460,SCHULTER,OK,283
74462,STIGLER,OK,7875
74463,TAFT,OK,2033
74464,TAHLEQUAH,OK,30111
74467,WAGONER,OK,14995
74468,WAINWRIGHT,OK,263
74469,WARNER,OK,2531
74470,WEBBERS FALLS,OK,1693
74471,WELLING,OK,1800
74472,WHITEFIELD,OK,554
74477,WAGONER,OK,5
74501,MCALESTER,OK,29073
74521,ALBION,OK,217
74522,ALDERSON,OK,344
74523,ANTLERS,OK,6048
74525,ATOKA,OK,10112
74528,BLANCO,OK,174
74530,BROMIDE,OK,214
74531,CALVIN,OK,1062
74533,CANEY,OK,849
74534,CENTRAHOMA,OK,250
74535,CLARITA,OK,126
74536,CLAYTON,OK,1760
74538,COALGATE,OK,4200
74540,DAISY,OK,172
74543,FINLEY,OK,370
74546,HAILEYVILLE,OK,824
74547,HARTSHORNE,OK,3463
74549,KIAMICHI CHRISTIAN MISSION,OK,76
74552,KINTA,OK,1058
74553,KIOWA,OK,1384
74554,KREBS,OK,1744
74555,LANE,OK,861
74556,LEHIGH,OK,422
74557,MOYERS,OK,464
74558,NASHOBA,OK,455
74560,PITTSBURG,OK,635
74561,QUINTON,OK,2175
74562,RATTAN,OK,937
74563,RED OAK,OK,2042
74565,SAVANNA,OK,707
74567,SNOW,OK,242
74569,STRINGTOWN,OK,633
74570,STUART,OK,1089
74571,TALIHINA,OK,3765
74572,TUPELO,OK,712
74574,TUSKAHOMA,OK,1080
74576,WARDVILLE,OK,210
74577,WHITESBORO,OK,271
74578,WILBURTON,OK,6822
74601,PONCA CITY,OK,20257
74604,PONCA CITY,OK,12301
74630,BILLINGS,OK,702
74631,BLACKWELL,OK,7709
74632,BRAMAN,OK,578
74633,BURBANK,OK,471
74636,DEER CREEK,OK,268
74637,FAIRFAX,OK,1899
74640,HUNTER,OK,312
74641,KAW CITY,OK,715
74643,LAMONT,OK,615
74644,MARLAND,OK,478
74646,NARDIN,OK,233
74647,NEWKIRK,OK,3765
74650,RALSTON,OK,693
74651,RED ROCK,OK,743
74652,SHIDLER,OK,897
74653,TONKAWA,OK,3892
74701,DURANT,OK,22365
74720,ACHILLE,OK,608
74722,BATTIEST,OK,286
74723,BENNINGTON,OK,1729
74724,BETHEL,OK,377
74726,BOKCHITO,OK,2398
74727,BOSWELL,OK,2038
74728,BROKEN BOW,OK,11343
74729,CADDO,OK,2741
74730,CALERA,OK,4259
74731,CARTWRIGHT,OK,1747
74733,COLBERT,OK,2853
74734,EAGLETOWN,OK,1087
74735,FORT TOWSON,OK,1549
74736,GARVIN,OK,1178
74738,GRANT,OK,560
74740,HAWORTH,OK,2288
74741,HENDRIX,OK,972
74743,HUGO,OK,8537
74745,IDABEL,OK,9912
74747,KEMP,OK,153
74748,KENEFIC,OK,642
74750,MILLERTON,OK,364
74753,PLATTER,OK,52
74754,RINGOLD,OK,385
74755,RUFE,OK,83
74756,SAWYER,OK,870
74759,SOPER,OK,1358
74760,SPENCERVILLE,OK,295
74761,SWINK,OK,70
74764,VALLIANT,OK,3473
74766,WRIGHT CITY,OK,1595
74801,SHAWNEE,OK,21657
74804,SHAWNEE,OK,19631
74820,ADA,OK,30802
74824,AGRA,OK,1253
74825,ALLEN,OK,2170
74826,ASHER,OK,1252
74827,ATWOOD,OK,387
74829,BOLEY,OK,1521
74830,BOWLEGS,OK,229
74831,BYARS,OK,923
74832,CARNEY,OK,936
74833,CASTLE,OK,703
74834,CHANDLER,OK,7590
74836,CONNERVILLE,OK,171
74837,CROMWELL,OK,310
74839,DUSTIN,OK,770
74840,EARLSBORO,OK,1924
74842,FITTSTOWN,OK,135
74843,FITZHUGH,OK,340
74844,FRANCIS,OK,371
74845,HANNA,OK,494
74848,HOLDENVILLE,OK,8326
74849,KONAWA,OK,3132
74850,LAMAR,OK,283
74851,MCLOUD,OK,9805
74852,MACOMB,OK,1347
74854,MAUD,OK,1897
74855,MEEKER,OK,4639
74856,MILL CREEK,OK,782
74857,NEWALLA,OK,9288
74859,OKEMAH,OK,6221
74860,PADEN,OK,1653
74864,PRAGUE,OK,5274
74865,ROFF,OK,1711
74867,SASAKWA,OK,1045
74868,SEMINOLE,OK,13152
74869,SPARKS,OK,710
74871,STONEWALL,OK,2415
74872,STRATFORD,OK,3692
74873,TECUMSEH,OK,11821
74875,TRYON,OK,1165
74878,WANETTE,OK,1565
74880,WELEETKA,OK,2239
74881,WELLSTON,OK,4509
74883,WETUMKA,OK,2526
74884,WEWOKA,OK,6024
74901,ARKOMA,OK,1992
74902,POCOLA,OK,4095
74930,BOKOSHE,OK,2155
74931,BUNCH,OK,1411
74932,CAMERON,OK,2286
74935,FANSHAWE,OK,174
74936,GANS,OK,1153
74937,HEAVENER,OK,5959
74939,HODGEN,OK,1455
74940,HOWE,OK,2697
74941,KEOTA,OK,2713
74942,LEFLORE,OK,193
74943,LEQUIRE,OK,112
74944,MCCURTAIN,OK,1272
74945,MARBLE CITY,OK,497
74946,MOFFETT,OK,137
74948,MULDROW,OK,12788
74949,MUSE,OK,308
74951,PANAMA,OK,1504
74953,POTEAU,OK,11632
74954,ROLAND,OK,4590
74955,SALLISAW,OK,15344
74956,SHADY POINT,OK,1905
74957,SMITHVILLE,OK,1170
74959,SPIRO,OK,6736
74960,STILWELL,OK,13643
74962,VIAN,OK,5092
74963,WATSON,OK,608
74964,WATTS,OK,2834
74965,WESTVILLE,OK,5170
74966,WISTER,OK,3719
75001,ADDISON,TX,12414
75002,ALLEN,TX,63140
75006,CARROLLTON,TX,46364
75007,CARROLLTON,TX,51624
75009,CELINA,TX,8785
75010,CARROLLTON,TX,21607
75013,ALLEN,TX,30347
75019,COPPELL,TX,38666
75020,DENISON,TX,21872
75021,DENISON,TX,8036
75022,FLOWER MOUND,TX,22545
75023,PLANO,TX,45452
75024,PLANO,TX,36039
75025,PLANO,TX,50926
75028,FLOWER MOUND,TX,42226
75032,ROCKWALL,TX,27986
75034,FRISCO,TX,72723
75035,FRISCO,TX,47553
75038,IRVING,TX,27802
75039,IRVING,TX,11032
75040,GARLAND,TX,59406
75041,GARLAND,TX,30700
75042,GARLAND,TX,37881
75043,GARLAND,TX,58094
75044,GARLAND,TX,40811
75048,SACHSE,TX,20328
75050,GRAND PRAIRIE,TX,41041
75051,GRAND PRAIRIE,TX,39285
75052,GRAND PRAIRIE,TX,88996
75054,GRAND PRAIRIE,TX,5053
75056,THE COLONY,TX,47852
75057,LEWISVILLE,TX,12900
75058,GUNTER,TX,2982
75060,IRVING,TX,45980
75061,IRVING,TX,53442
75062,IRVING,TX,44537
75063,IRVING,TX,35090
75065,LAKE DALLAS,TX,10748
75067,LEWISVILLE,TX,60982
75068,LITTLE ELM,TX,34934
75069,MCKINNEY,TX,34108
75070,MCKINNEY,TX,74734
75071,MCKINNEY,TX,36090
75074,PLANO,TX,44622
75075,PLANO,TX,33262
75076,POTTSBORO,TX,7378
75077,LEWISVILLE,TX,35330
75078,PROSPER,TX,10592
75080,RICHARDSON,TX,44009
75081,RICHARDSON,TX,34156
75082,RICHARDSON,TX,21182
75087,ROCKWALL,TX,28145
75088,ROWLETT,TX,24712
75089,ROWLETT,TX,30251
75090,SHERMAN,TX,23724
75092,SHERMAN,TX,22839
75093,PLANO,TX,47187
75094,PLANO,TX,20579
75098,WYLIE,TX,48197
75101,BARDWELL,TX,646
75102,BARRY,TX,1322
75103,CANTON,TX,12851
75104,CEDAR HILL,TX,45373
75105,CHATFIELD,TX,301
75109,CORSICANA,TX,3658
75110,CORSICANA,TX,28132
75114,CRANDALL,TX,4660
75115,DESOTO,TX,48877
75116,DUNCANVILLE,TX,19669
75117,EDGEWOOD,TX,3722
75119,ENNIS,TX,26601
75124,EUSTACE,TX,4446
75125,FERRIS,TX,6691
75126,FORNEY,TX,33396
75127,FRUITVALE,TX,1593
75132,FATE,TX,294
75134,LANCASTER,TX,20276
75135,CADDO MILLS,TX,5910
75137,DUNCANVILLE,TX,18861
75140,GRAND SALINE,TX,6958
75141,HUTCHINS,TX,5374
75142,KAUFMAN,TX,18982
75143,KEMP,TX,14619
75144,KERENS,TX,3291
75146,LANCASTER,TX,17993
75147,MABANK,TX,6602
75148,MALAKOFF,TX,5842
75149,MESQUITE,TX,56065
75150,MESQUITE,TX,58730
75152,PALMER,TX,4606
75153,POWELL,TX,605
75154,RED OAK,TX,36041
75155,RICE,TX,2579
75156,MABANK,TX,14580
75157,ROSSER,TX,310
75158,SCURRY,TX,4139
75159,SEAGOVILLE,TX,18339
75160,TERRELL,TX,23627
75161,TERRELL,TX,6165
75163,TRINIDAD,TX,2285
75164,JOSEPHINE,TX,671
75165,WAXAHACHIE,TX,37966
75166,LAVON,TX,3070
75167,WAXAHACHIE,TX,8436
75169,WILLS POINT,TX,14644
75172,WILMER,TX,3956
75173,NEVADA,TX,4353
75180,BALCH SPRINGS,TX,23031
75181,MESQUITE,TX,25908
75182,SUNNYVALE,TX,5118
75189,ROYSE CITY,TX,22406
75201,DALLAS,TX,9409
75202,DALLAS,TX,1666
75203,DALLAS,TX,15721
75204,DALLAS,TX,26279
75205,DALLAS,TX,23061
75206,DALLAS,TX,36248
75207,DALLAS,TX,9648
75208,DALLAS,TX,30171
75209,DALLAS,TX,13653
75210,DALLAS,TX,7482
75211,DALLAS,TX,73146
75212,DALLAS,TX,24884
75214,DALLAS,TX,32950
75215,DALLAS,TX,14648
75216,DALLAS,TX,49416
75217,DALLAS,TX,80324
75218,DALLAS,TX,21665
75219,DALLAS,TX,22124
75220,DALLAS,TX,41891
75223,DALLAS,TX,13947
75224,DALLAS,TX,34034
75225,DALLAS,TX,20892
75226,DALLAS,TX,3506
75227,DALLAS,TX,55029
75228,DALLAS,TX,66551
75229,DALLAS,TX,31571
75230,DALLAS,TX,26934
75231,DALLAS,TX,37052
75232,DALLAS,TX,28682
75233,DALLAS,TX,14043
75234,DALLAS,TX,28794
75235,DALLAS,TX,17177
75236,DALLAS,TX,15949
75237,DALLAS,TX,17101
75238,DALLAS,TX,30483
75240,DALLAS,TX,24296
75241,DALLAS,TX,27066
75243,DALLAS,TX,55406
75244,DALLAS,TX,13266
75246,DALLAS,TX,2770
75247,DALLAS,TX,468
75248,DALLAS,TX,33395
75249,DALLAS,TX,13373
75251,DALLAS,TX,2331
75252,DALLAS,TX,24112
75253,DALLAS,TX,18450
75254,DALLAS,TX,23253
75270,DALLAS,TX,0
75287,DALLAS,TX,49004
75390,DALLAS,TX,0
75401,GREENVILLE,TX,18552
75402,GREENVILLE,TX,15920
75407,PRINCETON,TX,14120
75409,ANNA,TX,11831
75410,ALBA,TX,4334
75411,ARTHUR CITY,TX,1118
75412,BAGWELL,TX,778
75413,BAILEY,TX,305
75414,BELLS,TX,3136
75415,BEN FRANKLIN,TX,144
75416,BLOSSOM,TX,2893
75417,BOGATA,TX,2456
75418,BONHAM,TX,14411
75420,BRASHEAR,TX,1076
75421,BROOKSTON,TX,1003
75422,CAMPBELL,TX,2883
75423,CELESTE,TX,2982
75424,BLUE RIDGE,TX,3297
75426,CLARKSVILLE,TX,5301
75428,COMMERCE,TX,10089
75431,COMO,TX,2052
75432,COOPER,TX,3323
75433,CUMBY,TX,2773
75435,DEPORT,TX,1185
75436,DETROIT,TX,1876
75437,DIKE,TX,1078
75438,DODD CITY,TX,972
75439,ECTOR,TX,868
75440,EMORY,TX,6350
75441,ENLOE,TX,142
75442,FARMERSVILLE,TX,8858
75446,HONEY GROVE,TX,3180
75447,IVANHOE,TX,1080
75448,KLONDIKE,TX,655
75449,LADONIA,TX,1186
75450,LAKE CREEK,TX,331
75451,LEESBURG,TX,1211
75452,LEONARD,TX,4090
75453,LONE OAK,TX,3255
75454,MELISSA,TX,5699
75455,MOUNT PLEASANT,TX,28293
75457,MOUNT VERNON,TX,6522
75459,HOWE,TX,4326
75460,PARIS,TX,23592
75462,PARIS,TX,11350
75468,PATTONVILLE,TX,888
75469,PECAN GAP,TX,371
75470,PETTY,TX,288
75471,PICKTON,TX,1424
75472,POINT,TX,3548
75473,POWDERLY,TX,3855
75474,QUINLAN,TX,14882
75475,RANDOLPH,TX,129
75476,RAVENNA,TX,1304
75477,ROXTON,TX,977
75478,SALTILLO,TX,932
75479,SAVOY,TX,1849
75480,SCROGGINS,TX,1646
75481,SULPHUR BLUFF,TX,395
75482,SULPHUR SPRINGS,TX,24385
75486,SUMNER,TX,2346
75487,TALCO,TX,1541
75488,TELEPHONE,TX,1161
75489,TOM BEAN,TX,993
75490,TRENTON,TX,2211
75491,WHITEWRIGHT,TX,4801
75492,WINDOM,TX,516
75493,WINFIELD,TX,611
75494,WINNSBORO,TX,10862
75495,VAN ALSTYNE,TX,7095
75496,WOLFE CITY,TX,3351
75497,YANTIS,TX,3350
75501,TEXARKANA,TX,36298
75503,TEXARKANA,TX,24379
75550,ANNONA,TX,808
75551,ATLANTA,TX,11007
75554,AVERY,TX,1806
75555,BIVINS,TX,1611
75556,BLOOMBURG,TX,26
75556,BLOOMBURG,TX,1107
75558,COOKVILLE,TX,1636
75559,DE KALB,TX,5568
75560,DOUGLASSVILLE,TX,1088
75561,HOOKS,TX,5395
75562,KILDARE,TX,176
75563,LINDEN,TX,4282
75565,MC LEOD,TX,361
75566,MARIETTA,TX,782
75567,MAUD,TX,4225
75568,NAPLES,TX,2876
75569,NASH,TX,2874
75570,NEW BOSTON,TX,11518
75571,OMAHA,TX,2846
75572,QUEEN CITY,TX,3491
75573,REDWATER,TX,181
75574,SIMMS,TX,1868
75601,LONGVIEW,TX,15849
75602,LONGVIEW,TX,23286
75603,LONGVIEW,TX,5456
75604,LONGVIEW,TX,29934
75605,LONGVIEW,TX,27823
75630,AVINGER,TX,2588
75631,BECKVILLE,TX,2787
75633,CARTHAGE,TX,13977
75638,DAINGERFIELD,TX,6036
75639,DE BERRY,TX,3460
75640,DIANA,TX,4652
75641,EASTON,TX,223
75642,ELYSIAN FIELDS,TX,229
75643,GARY,TX,2074
75644,GILMER,TX,11444
75645,GILMER,TX,9778
75647,GLADEWATER,TX,13196
75650,HALLSVILLE,TX,8611
75651,HARLETON,TX,2189
75652,HENDERSON,TX,16638
75654,HENDERSON,TX,12417
75656,HUGHES SPRINGS,TX,4804
75657,JEFFERSON,TX,8246
75661,KARNACK,TX,2807
75662,KILGORE,TX,24536
75667,LANEVILLE,TX,1021
75668,LONE STAR,TX,1993
75669,LONG BRANCH,TX,606
75670,MARSHALL,TX,17290
75672,MARSHALL,TX,17097
75681,MOUNT ENTERPRISE,TX,2562
75682,NEW LONDON,TX,473
75683,ORE CITY,TX,3914
75684,OVERTON,TX,7548
75686,PITTSBURG,TX,12985
75691,TATUM,TX,4219
75692,WASKOM,TX,5098
75693,WHITE OAK,TX,6869
75701,TYLER,TX,34373
75702,TYLER,TX,27069
75703,TYLER,TX,37166
75704,TYLER,TX,8684
75705,TYLER,TX,2168
75706,TYLER,TX,8771
75707,TYLER,TX,13711
75708,TYLER,TX,7156
75709,TYLER,TX,5062
75750,ARP,TX,3937
75751,ATHENS,TX,17253
75752,ATHENS,TX,6986
75754,BEN WHEELER,TX,5783
75755,BIG SANDY,TX,5719
75756,BROWNSBORO,TX,4002
75757,BULLARD,TX,10022
75758,CHANDLER,TX,9072
75759,CUNEY,TX,141
75760,CUSHING,TX,2614
75762,FLINT,TX,12466
75763,FRANKSTON,TX,6005
75764,GALLATIN,TX,233
75765,HAWKINS,TX,7607
75766,JACKSONVILLE,TX,26388
75770,LARUE,TX,2776
75771,LINDALE,TX,18361
75773,MINEOLA,TX,12791
75778,MURCHISON,TX,3254
75779,NECHES,TX,122
75780,NEW SUMMERFIELD,TX,312
75783,QUITMAN,TX,7219
75784,REKLAW,TX,658
75785,RUSK,TX,11263
75788,SACUL,TX,126
75789,TROUP,TX,7593
75790,VAN,TX,4203
75791,WHITEHOUSE,TX,13125
75792,WINONA,TX,3518
75801,PALESTINE,TX,16799
75803,PALESTINE,TX,22397
75831,BUFFALO,TX,5386
75832,CAYUGA,TX,66
75833,CENTERVILLE,TX,3324
75835,CROCKETT,TX,12012
75838,DONIE,TX,666
75839,ELKHART,TX,5069
75840,FAIRFIELD,TX,7076
75844,GRAPELAND,TX,5718
75845,GROVETON,TX,3259
75846,JEWETT,TX,2718
75847,KENNARD,TX,1859
75848,KIRVIN,TX,92
75849,LATEXO,TX,75
75850,LEONA,TX,671
75851,LOVELADY,TX,5050
75852,MIDWAY,TX,3762
75853,MONTALBA,TX,963
75855,OAKWOOD,TX,2369
75856,PENNINGTON,TX,196
75858,RATCLIFF,TX,43
75859,STREETMAN,TX,1923
75860,TEAGUE,TX,6644
75861,TENNESSEE COLONY,TX,9017
75862,TRINITY,TX,10091
75901,LUFKIN,TX,29036
75904,LUFKIN,TX,34004
75925,ALTO,TX,4179
75926,APPLE SPRINGS,TX,1070
75928,BON WIER,TX,1411
75929,BROADDUS,TX,1599
75930,BRONSON,TX,2023
75931,BROOKELAND,TX,2631
75932,BURKEVILLE,TX,1437
75933,CALL,TX,1599
75934,CAMDEN,TX,99
75935,CENTER,TX,13685
75936,CHESTER,TX,889
75937,CHIRENO,TX,994
75938,COLMESNEIL,TX,2608
75939,CORRIGAN,TX,3992
75941,DIBOLL,TX,9105
75942,DOUCETTE,TX,115
75943,DOUGLASS,TX,1262
75944,ETOILE,TX,1301
75946,GARRISON,TX,3578
75948,HEMPHILL,TX,6281
75949,HUNTINGTON,TX,7976
75951,JASPER,TX,16134
75954,JOAQUIN,TX,3280
75956,KIRBYVILLE,TX,7623
75959,MILAM,TX,923
75960,MOSCOW,TX,913
75961,NACOGDOCHES,TX,14910
75962,NACOGDOCHES,TX,3029
75964,NACOGDOCHES,TX,20097
75965,NACOGDOCHES,TX,17591
75966,NEWTON,TX,5371
75968,PINELAND,TX,1766
75969,POLLOK,TX,4116
75972,SAN AUGUSTINE,TX,6620
75973,SHELBYVILLE,TX,2599
75974,TENAHA,TX,3126
75975,TIMPSON,TX,3699
75976,WELLS,TX,827
75977,WIERGATE,TX,750
75978,WODEN,TX,144
75979,WOODVILLE,TX,11423
75980,ZAVALLA,TX,2836
76001,ARLINGTON,TX,30460
76002,ARLINGTON,TX,30269
76006,ARLINGTON,TX,22639
76008,ALEDO,TX,13602
76009,ALVARADO,TX,19759
76010,ARLINGTON,TX,55706
76011,ARLINGTON,TX,21594
76012,ARLINGTON,TX,25689
76013,ARLINGTON,TX,30680
76014,ARLINGTON,TX,34072
76015,ARLINGTON,TX,16658
76016,ARLINGTON,TX,30852
76017,ARLINGTON,TX,44724
76018,ARLINGTON,TX,26938
76020,AZLE,TX,27270
76021,BEDFORD,TX,33673
76022,BEDFORD,TX,13212
76023,BOYD,TX,5832
76028,BURLESON,TX,59744
76031,CLEBURNE,TX,17759
76033,CLEBURNE,TX,24819
76034,COLLEYVILLE,TX,22748
76035,CRESSON,TX,1622
76036,CROWLEY,TX,22352
76039,EULESS,TX,32925
76040,EULESS,TX,27524
76041,FORRESTON,TX,434
76043,GLEN ROSE,TX,7071
76044,GODLEY,TX,3866
76048,GRANBURY,TX,21989
76049,GRANBURY,TX,25130
76050,GRANDVIEW,TX,5875
76051,GRAPEVINE,TX,46320
76052,HASLET,TX,15995
76053,HURST,TX,28421
76054,HURST,TX,11764
76055,ITASCA,TX,3084
76058,JOSHUA,TX,17123
76059,KEENE,TX,4881
76060,KENNEDALE,TX,6764
76061,LILLIAN,TX,152
76063,MANSFIELD,TX,61361
76064,MAYPEARL,TX,1883
76065,MIDLOTHIAN,TX,28986
76066,MILLSAP,TX,3142
76067,MINERAL WELLS,TX,22117
76070,NEMO,TX,752
76071,NEWARK,TX,3320
76073,PARADISE,TX,5327
76077,RAINBOW,TX,590
76078,RHOME,TX,8572
76082,SPRINGTOWN,TX,17748
76084,VENUS,TX,8327
76085,WEATHERFORD,TX,8787
76086,WEATHERFORD,TX,20196
76087,WEATHERFORD,TX,24746
76088,WEATHERFORD,TX,11499
76092,SOUTHLAKE,TX,26669
76093,RIO VISTA,TX,2095
76102,FORT WORTH,TX,8111
76103,FORT WORTH,TX,14572
76104,FORT WORTH,TX,17446
76105,FORT WORTH,TX,22194
76106,FORT WORTH,TX,35389
76107,FORT WORTH,TX,25917
76108,FORT WORTH,TX,38227
76109,FORT WORTH,TX,21710
76110,FORT WORTH,TX,30434
76111,FORT WORTH,TX,21685
76112,FORT WORTH,TX,38993
76114,FORT WORTH,TX,24741
76115,FORT WORTH,TX,20696
76116,FORT WORTH,TX,46746
76117,HALTOM CITY,TX,30645
76118,FORT WORTH,TX,13866
76119,FORT WORTH,TX,42761
76120,FORT WORTH,TX,15283
76123,FORT WORTH,TX,29722
76126,FORT WORTH,TX,19395
76127,NAVAL AIR STATION/ JRB,TX,2003
76129,FORT WORTH,TX,2833
76131,FORT WORTH,TX,28374
76132,FORT WORTH,TX,24709
76133,FORT WORTH,TX,48394
76134,FORT WORTH,TX,23704
76135,FORT WORTH,TX,20684
76137,FORT WORTH,TX,54911
76140,FORT WORTH,TX,26340
76148,FORT WORTH,TX,23331
76155,FORT WORTH,TX,3115
76164,FORT WORTH,TX,16748
76177,FORT WORTH,TX,4891
76179,FORT WORTH,TX,48058
76180,NORTH RICHLAND HILLS,TX,33444
76182,NORTH RICHLAND HILLS,TX,28209
76201,DENTON,TX,27107
76205,DENTON,TX,18510
76207,DENTON,TX,10579
76208,DENTON,TX,19782
76209,DENTON,TX,24018
76210,DENTON,TX,39556
76225,ALVORD,TX,3156
76226,ARGYLE,TX,18419
76227,AUBREY,TX,22141
